256.0 306.0 , 430.0 288.0 ,  || 500 432
255.0 194.0 , 154.0 321.0 ,  || 500 375
411.0 332.0 ,  || 500 386
30.0 115.0 , 49.0 47.0 , 20.0 96.0 , 21.0 52.0 , 93.0 124.0 , 181.0 171.0 ,  || 500 375
451.0 356.0 ,  || 500 374
151.0 202.0 , 97.0 348.0 ,  || 318 480
457.0 256.0 , 59.0 47.0 , 61.0 155.0 , 25.0 42.0 , 33.0 35.0 , 92.0 86.0 ,  || 500 333
22.0 65.0 , 32.0 67.0 , 28.0 58.0 , 17.0 38.0 , 40.0 115.0 , 457.0 344.0 ,  || 500 375
127.0 117.0 , 281.0 470.0 ,  || 375 500
427.0 267.0 ,  || 500 375
164.0 233.0 , 179.0 400.0 ,  || 394 480
283.0 328.0 ,  || 500 333
394.0 237.0 ,  || 500 332
107.0 153.0 , 112.0 132.0 , 32.0 61.0 , 81.0 70.0 ,  || 319 480
402.0 223.0 , 156.0 225.0 , 135.0 277.0 , 87.0 117.0 , 57.0 84.0 , 98.0 96.0 , 39.0 72.0 , 83.0 144.0 , 96.0 263.0 ,  || 500 375
48.0 169.0 , 41.0 144.0 , 31.0 106.0 , 33.0 88.0 , 31.0 106.0 , 37.0 115.0 , 49.0 162.0 , 32.0 59.0 , 23.0 39.0 , 101.0 215.0 , 123.0 118.0 , 120.0 206.0 , 141.0 89.0 , 59.0 106.0 ,  || 500 375
97.0 47.0 , 216.0 464.0 , 45.0 24.0 , 76.0 46.0 , 25.0 45.0 ,  || 375 500
482.0 246.0 ,  || 500 375
151.0 128.0 , 136.0 139.0 , 297.0 226.0 , 183.0 215.0 , 260.0 246.0 , 188.0 132.0 ,  || 500 375
495.0 369.0 , 211.0 322.0 ,  || 500 375
423.0 336.0 ,  || 500 375
49.0 86.0 , 28.0 44.0 , 22.0 36.0 , 310.0 374.0 ,  || 500 375
99.0 139.0 , 66.0 100.0 , 45.0 55.0 ,  || 449 500
226.0 313.0 ,  || 500 373
239.0 241.0 ,  || 500 375
411.0 112.0 , 39.0 106.0 , 94.0 70.0 , 138.0 62.0 ,  || 500 264
394.0 307.0 ,  || 500 375
74.0 76.0 , 88.0 42.0 , 28.0 64.0 , 101.0 98.0 , 54.0 104.0 , 11.0 28.0 , 6.0 26.0 , 5.0 12.0 , 9.0 28.0 , 9.0 24.0 , 8.0 25.0 , 9.0 34.0 , 7.0 28.0 ,  || 500 375
118.0 318.0 , 26.0 206.0 , 9.0 29.0 , 8.0 23.0 , 9.0 14.0 , 10.0 28.0 , 8.0 27.0 , 14.0 52.0 , 8.0 21.0 , 7.0 14.0 , 21.0 50.0 , 15.0 48.0 , 9.0 15.0 , 92.0 205.0 ,  || 333 500
240.0 311.0 , 47.0 163.0 ,  || 500 375
420.0 371.0 , 226.0 346.0 , 498.0 250.0 ,  || 500 375
153.0 188.0 , 88.0 117.0 , 19.0 55.0 ,  || 320 224
476.0 358.0 ,  || 500 375
68.0 155.0 , 95.0 137.0 , 77.0 111.0 , 33.0 39.0 , 45.0 71.0 ,  || 500 375
431.0 203.0 ,  || 500 375
126.0 105.0 ,  || 500 335
301.0 202.0 ,  || 500 329
338.0 268.0 ,  || 375 500
69.0 60.0 , 91.0 210.0 , 63.0 96.0 ,  || 500 333
163.0 268.0 , 97.0 38.0 ,  || 500 333
338.0 276.0 , 55.0 133.0 , 55.0 101.0 , 74.0 184.0 , 54.0 108.0 , 51.0 111.0 ,  || 500 333
46.0 35.0 , 59.0 31.0 , 45.0 30.0 , 20.0 13.0 , 12.0 12.0 , 19.0 11.0 , 38.0 15.0 , 32.0 9.0 , 29.0 12.0 ,  || 500 375
75.0 57.0 , 31.0 35.0 , 33.0 63.0 , 30.0 63.0 ,  || 500 375
342.0 356.0 , 53.0 93.0 ,  || 500 390
75.0 148.0 , 162.0 195.0 , 98.0 226.0 , 173.0 230.0 , 109.0 236.0 , 25.0 37.0 , 29.0 65.0 ,  || 500 249
73.0 120.0 , 135.0 49.0 , 96.0 83.0 , 53.0 71.0 , 237.0 109.0 , 42.0 62.0 , 16.0 69.0 ,  || 500 375
417.0 330.0 ,  || 500 333
101.0 156.0 , 98.0 127.0 , 108.0 127.0 ,  || 375 500
73.0 56.0 , 415.0 102.0 ,  || 500 348
32.0 19.0 , 32.0 16.0 , 45.0 28.0 , 371.0 422.0 ,  || 375 500
405.0 257.0 ,  || 500 333
486.0 339.0 ,  || 500 375
60.0 28.0 , 16.0 40.0 , 18.0 32.0 , 12.0 28.0 , 11.0 18.0 , 32.0 23.0 ,  || 500 375
109.0 81.0 ,  || 500 375
287.0 390.0 ,  || 375 500
221.0 246.0 , 168.0 220.0 , 57.0 140.0 , 28.0 98.0 ,  || 500 375
457.0 332.0 ,  || 500 334
181.0 161.0 , 60.0 160.0 ,  || 500 322
205.0 136.0 , 306.0 260.0 ,  || 500 333
414.0 183.0 , 17.0 24.0 , 15.0 41.0 , 13.0 39.0 , 62.0 56.0 , 56.0 51.0 , 63.0 62.0 , 113.0 184.0 , 161.0 170.0 , 161.0 168.0 ,  || 500 333
338.0 272.0 , 156.0 167.0 ,  || 500 375
217.0 356.0 , 194.0 390.0 , 373.0 212.0 ,  || 375 500
69.0 79.0 , 209.0 100.0 , 117.0 168.0 ,  || 500 375
212.0 101.0 , 105.0 107.0 , 46.0 38.0 ,  || 500 375
119.0 97.0 ,  || 500 375
198.0 219.0 , 171.0 188.0 , 46.0 80.0 , 10.0 20.0 , 12.0 25.0 , 10.0 23.0 ,  || 500 375
177.0 178.0 ,  || 500 375
54.0 52.0 , 60.0 64.0 , 116.0 167.0 , 122.0 179.0 , 65.0 75.0 ,  || 500 344
83.0 219.0 , 334.0 367.0 ,  || 500 375
115.0 166.0 ,  || 500 333
116.0 108.0 ,  || 500 375
197.0 326.0 , 158.0 124.0 , 373.0 258.0 ,  || 375 500
14.0 34.0 , 9.0 18.0 , 11.0 17.0 , 100.0 151.0 ,  || 375 500
112.0 115.0 ,  || 334 500
165.0 133.0 , 170.0 152.0 , 63.0 105.0 , 72.0 133.0 , 32.0 61.0 , 233.0 157.0 ,  || 500 375
386.0 299.0 ,  || 500 375
27.0 14.0 , 25.0 24.0 , 12.0 12.0 , 22.0 26.0 ,  || 500 374
196.0 87.0 ,  || 500 375
196.0 250.0 , 67.0 54.0 , 45.0 67.0 , 59.0 95.0 , 26.0 50.0 , 37.0 53.0 , 134.0 90.0 , 31.0 98.0 , 32.0 70.0 , 48.0 82.0 , 33.0 45.0 ,  || 500 333
212.0 225.0 ,  || 375 500
295.0 374.0 ,  || 500 375
194.0 330.0 ,  || 500 468
50.0 54.0 ,  || 500 375
276.0 149.0 , 100.0 120.0 , 79.0 110.0 , 87.0 109.0 , 39.0 49.0 , 28.0 45.0 , 45.0 48.0 , 47.0 38.0 , 37.0 23.0 ,  || 500 333
130.0 191.0 , 95.0 173.0 , 252.0 221.0 ,  || 500 333
190.0 131.0 ,  || 333 500
424.0 165.0 , 73.0 53.0 , 47.0 40.0 ,  || 500 375
360.0 176.0 ,  || 500 332
125.0 110.0 , 112.0 138.0 , 113.0 139.0 , 14.0 43.0 , 11.0 43.0 , 35.0 67.0 , 27.0 30.0 , 47.0 53.0 , 59.0 50.0 , 41.0 48.0 , 55.0 121.0 , 70.0 136.0 , 56.0 92.0 , 28.0 132.0 , 23.0 52.0 ,  || 500 375
185.0 205.0 , 18.0 41.0 ,  || 500 333
184.0 178.0 , 99.0 130.0 ,  || 500 375
230.0 167.0 , 45.0 59.0 ,  || 500 333
120.0 125.0 , 66.0 63.0 , 188.0 110.0 , 42.0 92.0 , 30.0 53.0 , 22.0 43.0 , 62.0 145.0 , 56.0 105.0 , 266.0 133.0 , 96.0 42.0 , 63.0 60.0 , 52.0 75.0 ,  || 500 375
253.0 231.0 , 151.0 125.0 ,  || 500 354
222.0 146.0 ,  || 500 333
326.0 166.0 , 87.0 152.0 , 91.0 137.0 , 53.0 68.0 , 98.0 80.0 , 63.0 111.0 , 116.0 167.0 , 105.0 187.0 , 28.0 69.0 , 15.0 37.0 , 39.0 93.0 ,  || 500 375
235.0 190.0 , 107.0 283.0 ,  || 500 375
191.0 96.0 , 29.0 103.0 ,  || 500 375
329.0 242.0 , 22.0 61.0 , 96.0 48.0 , 87.0 43.0 , 71.0 22.0 ,  || 500 375
206.0 161.0 , 450.0 191.0 ,  || 500 375
165.0 234.0 , 74.0 85.0 , 64.0 51.0 , 208.0 177.0 ,  || 500 376
187.0 145.0 ,  || 500 381
105.0 164.0 , 332.0 285.0 ,  || 480 354
292.0 372.0 , 47.0 122.0 ,  || 500 375
405.0 193.0 , 32.0 68.0 , 53.0 72.0 ,  || 500 334
79.0 39.0 , 175.0 59.0 , 86.0 65.0 , 42.0 27.0 , 26.0 36.0 , 16.0 40.0 , 30.0 22.0 , 18.0 19.0 , 12.0 16.0 ,  || 500 375
144.0 97.0 , 82.0 104.0 , 102.0 83.0 ,  || 500 375
496.0 284.0 ,  || 500 333
93.0 66.0 ,  || 500 333
41.0 28.0 ,  || 500 333
470.0 161.0 , 26.0 32.0 ,  || 500 375
271.0 266.0 ,  || 500 375
133.0 176.0 , 159.0 323.0 , 101.0 252.0 ,  || 375 500
119.0 108.0 , 209.0 183.0 ,  || 500 332
116.0 142.0 , 52.0 31.0 , 46.0 26.0 , 101.0 142.0 , 48.0 125.0 , 45.0 26.0 , 69.0 109.0 , 222.0 125.0 ,  || 500 333
473.0 205.0 , 53.0 173.0 ,  || 500 375
148.0 26.0 , 81.0 25.0 , 179.0 65.0 , 91.0 60.0 , 18.0 40.0 , 16.0 29.0 , 18.0 32.0 ,  || 453 500
103.0 73.0 , 136.0 170.0 , 27.0 23.0 ,  || 500 333
242.0 173.0 ,  || 500 335
278.0 94.0 , 196.0 123.0 , 72.0 67.0 , 40.0 29.0 , 29.0 29.0 ,  || 500 333
465.0 217.0 , 40.0 38.0 ,  || 500 375
206.0 219.0 , 306.0 286.0 ,  || 500 375
75.0 169.0 , 87.0 168.0 , 138.0 179.0 ,  || 500 375
23.0 60.0 , 20.0 66.0 , 20.0 37.0 , 135.0 257.0 , 255.0 222.0 ,  || 500 375
389.0 161.0 ,  || 500 333
149.0 110.0 , 149.0 196.0 , 125.0 317.0 , 196.0 342.0 , 238.0 235.0 ,  || 500 374
123.0 311.0 , 109.0 287.0 , 105.0 198.0 , 98.0 224.0 ,  || 500 459
239.0 178.0 ,  || 500 334
238.0 298.0 , 194.0 278.0 , 68.0 172.0 , 109.0 155.0 ,  || 500 375
132.0 157.0 , 311.0 364.0 ,  || 500 375
79.0 64.0 , 87.0 247.0 , 296.0 373.0 ,  || 500 375
15.0 106.0 , 36.0 120.0 , 20.0 87.0 , 10.0 74.0 , 18.0 85.0 , 15.0 57.0 , 28.0 109.0 , 50.0 83.0 , 19.0 152.0 , 32.0 134.0 , 47.0 63.0 , 315.0 257.0 ,  || 500 333
288.0 132.0 ,  || 500 333
245.0 399.0 ,  || 333 500
159.0 131.0 , 182.0 176.0 , 35.0 34.0 , 36.0 21.0 ,  || 500 375
348.0 373.0 ,  || 500 375
52.0 172.0 , 35.0 100.0 , 29.0 76.0 , 21.0 27.0 , 455.0 316.0 , 54.0 37.0 ,  || 500 375
124.0 357.0 , 112.0 278.0 ,  || 500 375
42.0 51.0 , 21.0 17.0 ,  || 500 333
205.0 291.0 ,  || 333 500
456.0 330.0 ,  || 500 332
223.0 372.0 , 293.0 372.0 ,  || 500 375
325.0 142.0 ,  || 500 375
400.0 137.0 ,  || 500 375
106.0 138.0 ,  || 500 375
28.0 100.0 , 499.0 286.0 , 77.0 61.0 , 61.0 80.0 , 35.0 103.0 , 36.0 36.0 , 52.0 115.0 ,  || 500 375
199.0 118.0 , 49.0 120.0 , 135.0 138.0 , 35.0 71.0 , 58.0 164.0 , 39.0 65.0 , 52.0 134.0 , 46.0 86.0 ,  || 500 332
27.0 22.0 , 22.0 17.0 , 15.0 12.0 ,  || 500 333
116.0 162.0 , 306.0 280.0 ,  || 480 349
202.0 248.0 , 77.0 204.0 , 49.0 134.0 , 209.0 213.0 ,  || 375 500
231.0 212.0 ,  || 500 333
366.0 231.0 ,  || 500 333
236.0 68.0 ,  || 500 302
357.0 294.0 ,  || 375 500
468.0 419.0 ,  || 500 430
84.0 123.0 , 210.0 198.0 , 39.0 82.0 , 43.0 49.0 , 54.0 103.0 , 46.0 86.0 , 97.0 163.0 , 168.0 332.0 , 55.0 57.0 , 26.0 69.0 ,  || 500 375
19.0 25.0 , 302.0 130.0 ,  || 500 333
234.0 224.0 , 212.0 262.0 , 94.0 189.0 , 171.0 268.0 , 138.0 201.0 ,  || 500 375
113.0 232.0 , 114.0 217.0 ,  || 500 375
80.0 87.0 , 12.0 34.0 , 18.0 36.0 , 117.0 98.0 , 119.0 85.0 , 129.0 67.0 , 101.0 133.0 ,  || 500 337
425.0 244.0 , 233.0 183.0 ,  || 500 375
464.0 249.0 ,  || 500 375
218.0 439.0 ,  || 375 500
250.0 161.0 ,  || 500 375
106.0 236.0 , 360.0 297.0 , 40.0 45.0 , 39.0 50.0 ,  || 500 375
334.0 346.0 ,  || 466 357
68.0 222.0 , 56.0 154.0 , 27.0 53.0 , 281.0 162.0 ,  || 500 334
254.0 231.0 , 158.0 237.0 , 76.0 68.0 , 106.0 207.0 , 159.0 214.0 , 87.0 129.0 ,  || 500 375
20.0 30.0 , 71.0 28.0 , 80.0 44.0 ,  || 500 334
329.0 128.0 ,  || 332 220
116.0 179.0 , 79.0 181.0 , 111.0 225.0 , 206.0 292.0 , 488.0 275.0 ,  || 500 375
362.0 327.0 , 52.0 33.0 , 32.0 29.0 ,  || 500 375
203.0 259.0 ,  || 500 375
165.0 206.0 , 96.0 310.0 ,  || 318 480
471.0 355.0 ,  || 500 357
298.0 184.0 , 87.0 254.0 ,  || 500 400
125.0 213.0 , 263.0 468.0 , 381.0 342.0 ,  || 432 500
436.0 333.0 , 165.0 316.0 , 425.0 73.0 , 361.0 32.0 ,  || 500 375
69.0 46.0 , 33.0 29.0 ,  || 500 375
124.0 241.0 ,  || 500 333
161.0 224.0 , 339.0 211.0 ,  || 500 333
400.0 290.0 , 171.0 124.0 , 89.0 129.0 ,  || 500 375
232.0 242.0 ,  || 366 500
187.0 312.0 , 99.0 226.0 , 129.0 225.0 ,  || 375 500
44.0 141.0 , 59.0 232.0 , 28.0 157.0 , 41.0 215.0 , 70.0 45.0 , 498.0 120.0 , 121.0 199.0 ,  || 500 375
222.0 461.0 ,  || 333 500
35.0 116.0 , 442.0 100.0 , 333.0 188.0 , 269.0 284.0 , 119.0 283.0 ,  || 500 375
159.0 152.0 , 176.0 135.0 ,  || 500 374
158.0 69.0 ,  || 500 333
91.0 277.0 , 66.0 42.0 , 175.0 282.0 ,  || 500 334
300.0 110.0 ,  || 333 500
451.0 289.0 , 191.0 342.0 , 84.0 163.0 , 37.0 81.0 , 25.0 80.0 , 31.0 44.0 , 30.0 84.0 , 26.0 90.0 , 25.0 81.0 , 13.0 62.0 ,  || 500 375
118.0 158.0 , 338.0 237.0 ,  || 480 360
296.0 385.0 ,  || 375 500
288.0 271.0 ,  || 332 500
120.0 87.0 , 39.0 72.0 , 50.0 159.0 , 35.0 94.0 ,  || 332 500
31.0 87.0 , 34.0 81.0 , 18.0 40.0 , 31.0 101.0 , 35.0 102.0 , 18.0 97.0 , 25.0 108.0 , 12.0 35.0 , 13.0 18.0 , 11.0 28.0 ,  || 240 320
300.0 206.0 , 338.0 216.0 ,  || 500 333
131.0 195.0 , 60.0 87.0 , 72.0 166.0 , 284.0 358.0 , 176.0 204.0 , 180.0 109.0 , 46.0 64.0 ,  || 500 375
184.0 178.0 , 88.0 99.0 , 37.0 115.0 ,  || 500 375
478.0 174.0 ,  || 500 375
69.0 109.0 , 78.0 81.0 , 128.0 90.0 ,  || 500 375
195.0 293.0 ,  || 500 375
456.0 334.0 ,  || 500 375
463.0 283.0 , 39.0 205.0 , 48.0 61.0 , 41.0 172.0 ,  || 500 375
397.0 318.0 ,  || 500 375
190.0 195.0 , 208.0 357.0 ,  || 500 375
490.0 430.0 , 124.0 193.0 , 94.0 321.0 , 207.0 432.0 ,  || 500 446
25.0 30.0 , 39.0 47.0 ,  || 500 375
69.0 57.0 , 95.0 57.0 , 74.0 43.0 , 75.0 50.0 ,  || 500 325
499.0 330.0 ,  || 500 333
455.0 315.0 ,  || 500 333
245.0 217.0 , 26.0 144.0 ,  || 500 375
38.0 42.0 , 474.0 173.0 ,  || 500 333
459.0 282.0 ,  || 500 297
89.0 177.0 , 375.0 227.0 ,  || 500 332
333.0 260.0 , 53.0 43.0 ,  || 500 375
303.0 401.0 ,  || 332 500
277.0 200.0 , 187.0 298.0 , 79.0 347.0 , 86.0 233.0 , 130.0 35.0 ,  || 500 375
173.0 89.0 , 474.0 246.0 ,  || 500 334
212.0 305.0 ,  || 500 375
314.0 131.0 ,  || 500 333
464.0 372.0 ,  || 500 375
105.0 88.0 , 62.0 114.0 , 18.0 31.0 ,  || 500 175
145.0 62.0 , 183.0 93.0 ,  || 375 500
499.0 182.0 ,  || 500 375
103.0 154.0 ,  || 500 375
13.0 27.0 , 102.0 53.0 , 58.0 76.0 , 67.0 81.0 , 46.0 65.0 , 81.0 124.0 , 51.0 80.0 , 67.0 105.0 , 80.0 131.0 , 61.0 120.0 , 88.0 149.0 ,  || 500 331
216.0 357.0 , 324.0 309.0 ,  || 333 500
438.0 287.0 ,  || 500 375
121.0 122.0 , 78.0 111.0 , 216.0 88.0 , 322.0 146.0 ,  || 500 375
130.0 280.0 , 83.0 258.0 , 96.0 270.0 , 105.0 305.0 , 125.0 316.0 ,  || 500 341
368.0 400.0 ,  || 375 500
296.0 250.0 ,  || 500 335
43.0 121.0 , 63.0 109.0 ,  || 500 375
412.0 269.0 , 141.0 292.0 , 49.0 80.0 , 24.0 67.0 , 29.0 82.0 ,  || 500 500
170.0 198.0 , 87.0 240.0 ,  || 326 500
144.0 223.0 , 289.0 184.0 ,  || 500 375
142.0 198.0 , 130.0 324.0 , 33.0 63.0 , 22.0 64.0 , 21.0 34.0 , 13.0 25.0 , 26.0 39.0 , 22.0 33.0 ,  || 500 375
327.0 470.0 ,  || 389 500
499.0 356.0 ,  || 500 375
127.0 232.0 , 123.0 215.0 ,  || 500 375
159.0 304.0 , 43.0 89.0 , 34.0 76.0 , 12.0 22.0 ,  || 500 412
201.0 103.0 , 160.0 125.0 , 228.0 129.0 ,  || 500 333
371.0 311.0 , 151.0 185.0 , 103.0 392.0 , 166.0 367.0 , 277.0 496.0 ,  || 375 500
499.0 240.0 , 108.0 182.0 , 57.0 129.0 , 113.0 92.0 , 47.0 65.0 , 39.0 51.0 , 63.0 107.0 , 62.0 102.0 , 55.0 100.0 , 79.0 103.0 , 23.0 31.0 , 31.0 69.0 , 20.0 35.0 , 17.0 70.0 , 41.0 49.0 ,  || 500 375
65.0 151.0 , 165.0 236.0 , 162.0 184.0 , 137.0 227.0 , 133.0 202.0 ,  || 500 375
467.0 373.0 ,  || 500 375
44.0 37.0 , 41.0 36.0 , 37.0 42.0 , 27.0 126.0 , 86.0 127.0 , 104.0 116.0 , 92.0 104.0 , 114.0 109.0 , 213.0 107.0 ,  || 500 375
175.0 82.0 ,  || 500 335
403.0 278.0 ,  || 500 375
128.0 63.0 ,  || 500 333
464.0 373.0 ,  || 500 375
39.0 94.0 , 28.0 194.0 , 87.0 46.0 , 39.0 33.0 ,  || 500 375
287.0 154.0 , 499.0 366.0 , 498.0 373.0 ,  || 500 375
159.0 156.0 , 29.0 115.0 , 129.0 137.0 , 162.0 336.0 ,  || 500 375
35.0 60.0 , 20.0 61.0 , 459.0 235.0 ,  || 500 333
111.0 134.0 , 120.0 46.0 , 144.0 125.0 ,  || 500 375
260.0 372.0 ,  || 334 500
80.0 125.0 ,  || 500 333
398.0 143.0 ,  || 500 375
64.0 153.0 , 92.0 230.0 , 10.0 47.0 , 18.0 27.0 , 14.0 15.0 , 18.0 19.0 , 317.0 209.0 ,  || 375 500
60.0 81.0 , 121.0 67.0 , 57.0 101.0 , 65.0 106.0 ,  || 500 331
55.0 153.0 , 87.0 228.0 , 181.0 247.0 , 67.0 219.0 , 67.0 121.0 ,  || 500 333
42.0 78.0 , 42.0 68.0 , 54.0 98.0 , 68.0 98.0 , 33.0 67.0 , 27.0 34.0 , 24.0 38.0 , 30.0 45.0 , 14.0 59.0 , 19.0 40.0 , 19.0 39.0 , 114.0 85.0 , 104.0 69.0 , 83.0 65.0 , 62.0 50.0 , 8.0 21.0 , 13.0 35.0 , 13.0 40.0 ,  || 500 375
195.0 242.0 ,  || 500 375
210.0 107.0 , 39.0 18.0 ,  || 500 375
182.0 295.0 , 263.0 365.0 , 58.0 107.0 , 17.0 58.0 , 295.0 300.0 ,  || 332 500
178.0 333.0 , 212.0 342.0 , 134.0 254.0 , 60.0 170.0 , 52.0 108.0 ,  || 500 375
155.0 172.0 , 151.0 165.0 , 172.0 224.0 , 151.0 205.0 ,  || 500 331
